CustomerID,Recency,Frequency,Monetary,AverageOrderValue,Cluster,Segment
13854.0,9,25,8109.5199999999995,324.38079999999997,1,High-Value Loyal Customers
13856.0,169,3,388.5,129.5,0,At-Risk / Low-Value Customers
13858.0,57,1,216.17,216.17,0,At-Risk / Low-Value Customers
13859.0,326,1,201.16,201.16,0,At-Risk / Low-Value Customers
13860.0,1,5,1245.9,249.18,1,High-Value Loyal Customers
13862.0,18,8,2209.36,276.17,1,High-Value Loyal Customers
13863.0,248,1,305.78,305.78,0,At-Risk / Low-Value Customers
13865.0,58,4,501.56,125.39,0,At-Risk / Low-Value Customers
13866.0,74,1,145.67000000000002,145.67000000000002,0,At-Risk / Low-Value Customers
13867.0,31,3,1005.09,335.03000000000003,1,High-Value Loyal Customers
13868.0,7,2,3192.54,1596.27,1,High-Value Loyal Customers
13869.0,123,4,3083.65,770.9125,1,High-Value Loyal Customers
13870.0,2,8,2770.94,346.3675,1,High-Value Loyal Customers
13871.0,23,13,6403.25,492.5576923076923,1,High-Value Loyal Customers
13873.0,120,3,389.6,129.86666666666667,0,At-Risk / Low-Value Customers
13874.0,358,1,540.45,540.45,0,At-Risk / Low-Value Customers
13875.0,54,5,1786.79,357.358,1,High-Value Loyal Customers
13876.0,64,1,122.7,122.7,0,At-Risk / Low-Value Customers
13877.0,86,1,117.24,117.24,0,At-Risk / Low-Value Customers
13878.0,55,1,1271.57,1271.57,0,At-Risk / Low-Value Customers
13880.0,21,13,3219.77,247.67461538461538,1,High-Value Loyal Customers
13881.0,4,20,17159.52,857.976,1,High-Value Loyal Customers
13882.0,3,5,1191.13,238.22600000000003,1,High-Value Loyal Customers
13883.0,11,5,2674.48,534.896,1,High-Value Loyal Customers
13884.0,7,5,787.6,157.52,1,High-Value Loyal Customers
13885.0,189,2,506.8,253.4,0,At-Risk / Low-Value Customers
13886.0,71,1,243.56,243.56,0,At-Risk / Low-Value Customers
13887.0,204,1,349.55,349.55,0,At-Risk / Low-Value Customers
13888.0,120,2,595.67,297.835,0,At-Risk / Low-Value Customers
13889.0,93,1,416.90000000000003,416.90000000000003,0,At-Risk / Low-Value Customers
13890.0,1,10,1883.8100000000002,188.38100000000003,1,High-Value Loyal Customers
13892.0,27,4,632.97,158.2425,0,At-Risk / Low-Value Customers
13893.0,298,1,821.1,821.1,0,At-Risk / Low-Value Customers
13894.0,24,3,564.62,188.20666666666668,0,At-Risk / Low-Value Customers
13895.0,28,4,2593.07,648.2675,1,High-Value Loyal Customers
13897.0,50,1,311.16,311.16,0,At-Risk / Low-Value Customers
13898.0,326,1,155.93,155.93,0,At-Risk / Low-Value Customers
13899.0,16,2,388.52,194.26,0,At-Risk / Low-Value Customers
13900.0,183,3,740.95,246.98333333333335,0,At-Risk / Low-Value Customers
13901.0,72,5,2867.2,573.4399999999999,1,High-Value Loyal Customers
13904.0,37,2,332.64,166.32,0,At-Risk / Low-Value Customers
13908.0,80,4,2369.55,592.3875,1,High-Value Loyal Customers
13911.0,57,9,2580.91,286.7677777777778,1,High-Value Loyal Customers
13914.0,12,2,626.45,313.225,0,At-Risk / Low-Value Customers
13917.0,50,2,272.04,136.02,0,At-Risk / Low-Value Customers
13918.0,50,2,1212.8400000000001,606.4200000000001,1,High-Value Loyal Customers
13919.0,59,2,384.81,192.405,0,At-Risk / Low-Value Customers
13922.0,352,1,172.25,172.25,0,At-Risk / Low-Value Customers
13923.0,54,1,351.13,351.13,0,At-Risk / Low-Value Customers
13924.0,2,6,1838.8500000000001,306.475,1,High-Value Loyal Customers
13925.0,93,4,678.25,169.5625,0,At-Risk / Low-Value Customers
13926.0,23,1,223.85000000000002,223.85000000000002,0,At-Risk / Low-Value Customers
13927.0,75,1,348.99,348.99,0,At-Risk / Low-Value Customers
13928.0,11,4,464.57,116.1425,0,At-Risk / Low-Value Customers
13929.0,169,2,842.65,421.325,0,At-Risk / Low-Value Customers
13930.0,58,2,337.34,168.67,0,At-Risk / Low-Value Customers
13931.0,96,2,1237.53,618.765,0,At-Risk / Low-Value Customers
13932.0,295,1,307.4,307.4,0,At-Risk / Low-Value Customers
13933.0,109,2,608.7900000000001,304.39500000000004,0,At-Risk / Low-Value Customers
13934.0,264,1,922.1,922.1,0,At-Risk / Low-Value Customers
13936.0,180,1,376.58,376.58,0,At-Risk / Low-Value Customers
13937.0,169,1,158.85,158.85,0,At-Risk / Low-Value Customers
13938.0,35,1,71.66,71.66,0,At-Risk / Low-Value Customers
13939.0,23,3,568.55,189.51666666666665,0,At-Risk / Low-Value Customers
13940.0,17,4,839.14,209.785,1,High-Value Loyal Customers
13941.0,22,5,5112.96,1022.592,1,High-Value Loyal Customers
13946.0,79,3,561.5699999999999,187.18999999999997,0,At-Risk / Low-Value Customers
13947.0,65,1,90.6,90.6,0,At-Risk / Low-Value Customers
13948.0,361,1,102.0,102.0,0,At-Risk / Low-Value Customers
13949.0,3,6,2427.32,404.55333333333334,1,High-Value Loyal Customers
13950.0,11,4,745.06,186.265,1,High-Value Loyal Customers
13951.0,176,3,674.45,224.8166666666667,0,At-Risk / Low-Value Customers
13952.0,218,2,3251.071,1625.5355,1,High-Value Loyal Customers
13953.0,7,7,3515.68,502.23999999999995,1,High-Value Loyal Customers
13954.0,2,2,439.92,219.96,1,High-Value Loyal Customers
13955.0,154,2,322.96,161.48,0,At-Risk / Low-Value Customers
13956.0,5,5,1019.27,203.85399999999998,1,High-Value Loyal Customers
13959.0,79,3,594.04,198.01333333333332,0,At-Risk / Low-Value Customers
13960.0,21,2,230.22,115.11,0,At-Risk / Low-Value Customers
13962.0,22,2,169.55,84.775,0,At-Risk / Low-Value Customers
13963.0,308,4,664.54,166.135,0,At-Risk / Low-Value Customers
13967.0,146,1,80.7,80.7,0,At-Risk / Low-Value Customers
13969.0,7,18,9024.17,501.34277777777777,1,High-Value Loyal Customers
13971.0,19,8,2758.26,344.7825,1,High-Value Loyal Customers
13972.0,71,2,190.25,95.125,0,At-Risk / Low-Value Customers
13973.0,287,1,264.7,264.7,0,At-Risk / Low-Value Customers
13974.0,49,1,413.59000000000003,413.59000000000003,0,At-Risk / Low-Value Customers
13975.0,31,6,2461.2400000000002,410.2066666666667,1,High-Value Loyal Customers
13976.0,207,1,357.98,357.98,0,At-Risk / Low-Value Customers
13978.0,15,2,196.79000000000002,98.39500000000001,0,At-Risk / Low-Value Customers
13979.0,73,1,869.87,869.87,0,At-Risk / Low-Value Customers
13980.0,60,1,200.14,200.14,0,At-Risk / Low-Value Customers
13982.0,39,4,1871.81,467.9525,1,High-Value Loyal Customers
13983.0,30,12,2603.43,216.9525,1,High-Value Loyal Customers
13984.0,27,5,920.51,184.102,1,High-Value Loyal Customers
13985.0,4,15,7060.13,470.67533333333336,1,High-Value Loyal Customers
13986.0,17,1,320.46,320.46,0,At-Risk / Low-Value Customers
13988.0,20,6,4147.96,691.3266666666667,1,High-Value Loyal Customers
13989.0,66,2,1266.08,633.04,0,At-Risk / Low-Value Customers
13990.0,213,1,311.3,311.3,0,At-Risk / Low-Value Customers
13991.0,12,6,852.88,142.14666666666668,1,High-Value Loyal Customers
13992.0,30,1,76.8,76.8,0,At-Risk / Low-Value Customers
13993.0,43,9,3466.36,385.1511111111111,1,High-Value Loyal Customers
13994.0,4,6,2274.14,379.0233333333333,1,High-Value Loyal Customers
13995.0,15,5,1393.69,278.738,1,High-Value Loyal Customers
13999.0,10,12,3901.81,325.1508333333333,1,High-Value Loyal Customers
14000.0,211,1,635.66,635.66,0,At-Risk / Low-Value Customers
14001.0,46,3,2043.0800000000002,681.0266666666668,1,High-Value Loyal Customers
14002.0,134,2,529.73,264.865,0,At-Risk / Low-Value Customers
14004.0,43,7,4582.64,654.6628571428572,1,High-Value Loyal Customers
14005.0,10,5,2874.72,574.944,1,High-Value Loyal Customers
14006.0,116,3,962.19,320.73,0,At-Risk / Low-Value Customers
14009.0,198,2,695.61,347.805,0,At-Risk / Low-Value Customers
14012.0,278,1,328.8,328.8,0,At-Risk / Low-Value Customers
14013.0,110,3,473.02,157.67333333333332,0,At-Risk / Low-Value Customers
14014.0,77,1,505.18,505.18,0,At-Risk / Low-Value Customers
14015.0,53,1,917.34,917.34,0,At-Risk / Low-Value Customers
14016.0,162,4,4341.21,1085.3025,1,High-Value Loyal Customers
14019.0,47,3,1421.61,473.86999999999995,1,High-Value Loyal Customers
14020.0,17,2,642.8,321.4,0,At-Risk / Low-Value Customers
14021.0,155,3,631.9,210.63333333333333,0,At-Risk / Low-Value Customers
14022.0,225,1,440.0,440.0,0,At-Risk / Low-Value Customers
14023.0,7,2,584.07,292.035,1,High-Value Loyal Customers
14024.0,122,2,327.7,163.85,0,At-Risk / Low-Value Customers
14027.0,61,1,104.82,104.82,0,At-Risk / Low-Value Customers
14029.0,63,2,467.66,233.83,0,At-Risk / Low-Value Customers
14030.0,18,8,2358.84,294.855,1,High-Value Loyal Customers
14031.0,7,19,17286.86,909.8347368421053,1,High-Value Loyal Customers
14032.0,2,11,2975.59,270.5081818181818,1,High-Value Loyal Customers
14034.0,22,3,648.89,216.29666666666665,0,At-Risk / Low-Value Customers
14035.0,29,5,1428.02,285.604,1,High-Value Loyal Customers
14036.0,285,1,626.65,626.65,0,At-Risk / Low-Value Customers
14037.0,176,2,147.20000000000002,73.60000000000001,0,At-Risk / Low-Value Customers
14038.0,78,3,1560.38,520.1266666666667,1,High-Value Loyal Customers
14039.0,33,1,152.2,152.2,0,At-Risk / Low-Value Customers
14040.0,41,12,3560.32,296.6933333333333,1,High-Value Loyal Customers
14041.0,266,1,141.41,141.41,0,At-Risk / Low-Value Customers
14044.0,27,4,646.42,161.605,0,At-Risk / Low-Value Customers
14045.0,109,4,1659.75,414.9375,1,High-Value Loyal Customers
14046.0,284,1,154.99,154.99,0,At-Risk / Low-Value Customers
14047.0,9,5,1308.6100000000001,261.72200000000004,1,High-Value Loyal Customers
14048.0,305,1,409.93,409.93,0,At-Risk / Low-Value Customers
14049.0,17,4,5578.72,1394.68,1,High-Value Loyal Customers
14050.0,32,2,746.36,373.18,0,At-Risk / Low-Value Customers
14051.0,1,23,15610.390000000001,678.7126086956522,1,High-Value Loyal Customers
14052.0,20,1,225.36,225.36,0,At-Risk / Low-Value Customers
14053.0,124,2,260.25,130.125,0,At-Risk / Low-Value Customers
14054.0,65,1,92.46,92.46,0,At-Risk / Low-Value Customers
14055.0,106,1,725.6400000000001,725.6400000000001,0,At-Risk / Low-Value Customers
14056.0,1,23,8152.71,354.46565217391304,1,High-Value Loyal Customers
14057.0,24,17,6211.66,365.39176470588234,1,High-Value Loyal Customers
14059.0,267,1,183.6,183.6,0,At-Risk / Low-Value Customers
14060.0,5,19,6140.42,323.18,1,High-Value Loyal Customers
14062.0,10,12,10464.85,872.0708333333333,1,High-Value Loyal Customers
14064.0,29,5,1334.34,266.868,1,High-Value Loyal Customers
14066.0,267,1,152.55,152.55,0,At-Risk / Low-Value Customers
14067.0,64,2,374.7,187.35,0,At-Risk / Low-Value Customers
14068.0,320,1,265.85,265.85,0,At-Risk / Low-Value Customers
14071.0,4,8,1437.57,179.69625,1,High-Value Loyal Customers
14073.0,32,1,151.04,151.04,0,At-Risk / Low-Value Customers
14075.0,5,3,942.26,314.08666666666664,1,High-Value Loyal Customers
14076.0,129,1,118.67,118.67,0,At-Risk / Low-Value Customers
14077.0,41,5,499.41999999999996,99.88399999999999,0,At-Risk / Low-Value Customers
14078.0,102,6,1049.37,174.89499999999998,0,At-Risk / Low-Value Customers
14079.0,125,1,375.1,375.1,0,At-Risk / Low-Value Customers
14080.0,33,1,45.599999999999994,45.599999999999994,0,At-Risk / Low-Value Customers
14081.0,302,2,921.62,460.81,0,At-Risk / Low-Value Customers
14082.0,365,1,182.25,182.25,0,At-Risk / Low-Value Customers
14083.0,4,9,1002.9,111.43333333333334,1,High-Value Loyal Customers
14085.0,2,18,4421.29,245.62722222222223,1,High-Value Loyal Customers
14087.0,3,1,191.47,191.47,0,At-Risk / Low-Value Customers
14088.0,10,13,50491.81,3883.9853846153846,1,High-Value Loyal Customers
14089.0,57,1,158.75,158.75,0,At-Risk / Low-Value Customers
14090.0,325,1,76.32000000000001,76.32000000000001,0,At-Risk / Low-Value Customers
14092.0,8,14,4076.91,291.2078571428571,1,High-Value Loyal Customers
14093.0,12,1,433.86,433.86,0,At-Risk / Low-Value Customers
14096.0,4,17,65164.79,3833.2229411764706,1,High-Value Loyal Customers
14098.0,37,1,147.35,147.35,0,At-Risk / Low-Value Customers
14099.0,16,11,3104.17,282.1972727272727,1,High-Value Loyal Customers
14100.0,138,1,191.95000000000002,191.95000000000002,0,At-Risk / Low-Value Customers
14101.0,74,6,5976.79,996.1316666666667,1,High-Value Loyal Customers
14102.0,5,5,1105.8799999999999,221.176,1,High-Value Loyal Customers
14104.0,155,2,216.20999999999998,108.10499999999999,0,At-Risk / Low-Value Customers
14105.0,239,1,1266.23,1266.23,0,At-Risk / Low-Value Customers
14107.0,52,7,2703.23,386.17571428571426,1,High-Value Loyal Customers
14108.0,31,2,597.91,298.955,0,At-Risk / Low-Value Customers
14109.0,73,1,144.2,144.2,0,At-Risk / Low-Value Customers
14110.0,4,12,5683.15,473.5958333333333,1,High-Value Loyal Customers
14111.0,14,4,692.85,173.2125,1,High-Value Loyal Customers
14112.0,23,7,2915.15,416.45,1,High-Value Loyal Customers
14113.0,4,4,1840.42,460.105,1,High-Value Loyal Customers
14114.0,274,2,386.53,193.265,0,At-Risk / Low-Value Customers
14116.0,20,5,1382.74,276.548,1,High-Value Loyal Customers
14117.0,144,1,90.0,90.0,0,At-Risk / Low-Value Customers
14121.0,4,4,2780.15,695.0375,1,High-Value Loyal Customers
14124.0,84,1,419.58000000000004,419.58000000000004,0,At-Risk / Low-Value Customers
14125.0,11,3,2720.63,906.8766666666667,1,High-Value Loyal Customers
14126.0,8,3,706.1300000000001,235.3766666666667,1,High-Value Loyal Customers
14127.0,123,3,709.71,236.57000000000002,0,At-Risk / Low-Value Customers
14128.0,61,2,637.5,318.75,0,At-Risk / Low-Value Customers
14129.0,2,5,1123.8600000000001,224.77200000000002,1,High-Value Loyal Customers
14130.0,319,1,480.91,480.91,0,At-Risk / Low-Value Customers
14132.0,2,11,3586.0299999999997,326.00272727272727,1,High-Value Loyal Customers
14133.0,130,3,605.64,201.88,0,At-Risk / Low-Value Customers
14135.0,2,15,4690.31,312.68733333333336,1,High-Value Loyal Customers
14138.0,2,2,965.8800000000001,482.94000000000005,1,High-Value Loyal Customers
14139.0,46,1,415.82,415.82,0,At-Risk / Low-Value Customers
14140.0,4,2,935.05,467.525,1,High-Value Loyal Customers
14141.0,3,4,915.13,228.7825,1,High-Value Loyal Customers
14142.0,373,1,311.81,311.81,0,At-Risk / Low-Value Customers
14143.0,134,1,115.8,115.8,0,At-Risk / Low-Value Customers
14145.0,47,4,3742.2,935.55,1,High-Value Loyal Customers
14146.0,9,5,4191.0,838.2,1,High-Value Loyal Customers
14147.0,78,2,483.4,241.7,0,At-Risk / Low-Value Customers
14148.0,234,1,157.2,157.2,0,At-Risk / Low-Value Customers
14149.0,221,1,446.62,446.62,0,At-Risk / Low-Value Customers
14150.0,36,2,658.64,329.32,0,At-Risk / Low-Value Customers
14152.0,75,2,621.29,310.645,0,At-Risk / Low-Value Customers
14154.0,239,2,1345.62,672.81,0,At-Risk / Low-Value Customers
14155.0,266,1,118.75,118.75,0,At-Risk / Low-Value Customers
14156.0,10,55,117210.08,2131.0923636363636,1,High-Value Loyal Customers
14157.0,20,2,424.89000000000004,212.44500000000002,0,At-Risk / Low-Value Customers
14158.0,40,1,507.66,507.66,0,At-Risk / Low-Value Customers
14159.0,20,11,4630.35,420.94090909090914,1,High-Value Loyal Customers
14161.0,216,3,1097.6200000000001,365.8733333333334,0,At-Risk / Low-Value Customers
14162.0,174,2,289.36,144.68,0,At-Risk / Low-Value Customers
14163.0,87,4,2445.91,611.4775,1,High-Value Loyal Customers
14164.0,71,2,1631.77,815.885,1,High-Value Loyal Customers
14165.0,276,1,120.44,120.44,0,At-Risk / Low-Value Customers
14167.0,39,4,562.59,140.6475,0,At-Risk / Low-Value Customers
14171.0,98,1,363.79,363.79,0,At-Risk / Low-Value Customers
14173.0,11,4,450.84,112.71,0,At-Risk / Low-Value Customers
14174.0,33,1,134.46,134.46,0,At-Risk / Low-Value Customers
14175.0,60,3,3222.3,1074.1000000000001,1,High-Value Loyal Customers
14176.0,297,4,576.9000000000001,144.22500000000002,0,At-Risk / Low-Value Customers
14177.0,86,4,549.46,137.365,0,At-Risk / Low-Value Customers
14178.0,9,7,1600.26,228.60857142857142,1,High-Value Loyal Customers
14179.0,41,2,701.57,350.785,0,At-Risk / Low-Value Customers
14180.0,11,25,4748.52,189.94080000000002,1,High-Value Loyal Customers
14184.0,67,1,452.89,452.89,0,At-Risk / Low-Value Customers
14185.0,331,1,197.65,197.65,0,At-Risk / Low-Value Customers
14188.0,31,6,2054.36,342.3933333333334,1,High-Value Loyal Customers
14189.0,2,15,4654.08,310.272,1,High-Value Loyal Customers
14191.0,2,13,4684.76,360.36615384615385,1,High-Value Loyal Customers
14193.0,68,2,853.39,426.695,0,At-Risk / Low-Value Customers
14194.0,5,21,11349.52,540.4533333333334,1,High-Value Loyal Customers
14195.0,202,2,1012.0,506.0,0,At-Risk / Low-Value Customers
14196.0,107,1,335.52,335.52,0,At-Risk / Low-Value Customers
14198.0,18,4,701.4,175.35,1,High-Value Loyal Customers
14199.0,218,1,185.39999999999998,185.39999999999998,0,At-Risk / Low-Value Customers
14201.0,60,7,747.44,106.77714285714286,0,At-Risk / Low-Value Customers
14204.0,2,1,150.61,150.61,0,At-Risk / Low-Value Customers
14205.0,17,2,466.7,233.35,0,At-Risk / Low-Value Customers
14206.0,239,1,328.15999999999997,328.15999999999997,0,At-Risk / Low-Value Customers
14208.0,95,1,151.74,151.74,0,At-Risk / Low-Value Customers
14209.0,11,6,2073.43,345.57166666666666,1,High-Value Loyal Customers
14210.0,106,6,1905.8400000000001,317.64000000000004,1,High-Value Loyal Customers
14211.0,53,9,2241.1,249.0111111111111,1,High-Value Loyal Customers
14212.0,90,1,1070.48,1070.48,0,At-Risk / Low-Value Customers
14214.0,31,5,1004.38,200.876,1,High-Value Loyal Customers
14215.0,12,6,1789.72,298.2866666666667,1,High-Value Loyal Customers
14216.0,3,4,1839.3,459.825,1,High-Value Loyal Customers
14217.0,2,17,2004.98,117.94,1,High-Value Loyal Customers
14218.0,43,1,169.48000000000002,169.48000000000002,0,At-Risk / Low-Value Customers
14219.0,4,1,89.94,89.94,0,At-Risk / Low-Value Customers
14220.0,247,2,632.4,316.2,0,At-Risk / Low-Value Customers
14221.0,42,9,3432.8,381.4222222222222,1,High-Value Loyal Customers
14222.0,177,1,683.17,683.17,0,At-Risk / Low-Value Customers
14223.0,92,3,991.13,330.37666666666667,0,At-Risk / Low-Value Customers
14224.0,110,4,1009.73,252.4325,0,At-Risk / Low-Value Customers
14226.0,29,5,2214.79,442.95799999999997,1,High-Value Loyal Customers
14227.0,26,10,3350.96,335.096,1,High-Value Loyal Customers
14229.0,52,3,1547.2,515.7333333333333,1,High-Value Loyal Customers
14231.0,184,3,925.71,308.57,0,At-Risk / Low-Value Customers
14232.0,43,5,2048.07,409.61400000000003,1,High-Value Loyal Customers
14233.0,49,4,1462.72,365.68,1,High-Value Loyal Customers
14234.0,22,4,754.12,188.53,1,High-Value Loyal Customers
14235.0,75,5,3144.86,628.972,1,High-Value Loyal Customers
14236.0,81,2,490.86,245.43,0,At-Risk / Low-Value Customers
14237.0,373,1,161.0,161.0,0,At-Risk / Low-Value Customers
14238.0,326,1,146.85,146.85,0,At-Risk / Low-Value Customers
14239.0,43,11,2380.85,216.4409090909091,1,High-Value Loyal Customers
14240.0,30,2,890.34,445.17,0,At-Risk / Low-Value Customers
14241.0,184,1,213.70000000000002,213.70000000000002,0,At-Risk / Low-Value Customers
14242.0,235,2,280.55,140.275,0,At-Risk / Low-Value Customers
14243.0,9,10,2588.77,258.877,1,High-Value Loyal Customers
14245.0,220,2,1693.45,846.725,0,At-Risk / Low-Value Customers
14246.0,111,3,1474.06,491.3533333333333,0,At-Risk / Low-Value Customers
14247.0,278,1,136.76999999999998,136.76999999999998,0,At-Risk / Low-Value Customers
14248.0,318,1,302.58,302.58,0,At-Risk / Low-Value Customers
14250.0,7,3,1904.05,634.6833333333333,1,High-Value Loyal Customers
14251.0,2,5,2879.7000000000003,575.94,1,High-Value Loyal Customers
14256.0,260,2,969.0600000000001,484.53000000000003,0,At-Risk / Low-Value Customers
14257.0,64,5,3099.7200000000003,619.9440000000001,1,High-Value Loyal Customers
14258.0,9,9,12669.98,1407.7755555555555,1,High-Value Loyal Customers
14259.0,142,1,120.0,120.0,0,At-Risk / Low-Value Customers
14261.0,51,2,1163.45,581.725,0,At-Risk / Low-Value Customers
14262.0,8,8,2618.23,327.27875,1,High-Value Loyal Customers
14264.0,155,2,333.97,166.985,0,At-Risk / Low-Value Customers
14265.0,109,2,530.18,265.09,0,At-Risk / Low-Value Customers
14267.0,163,3,1516.24,505.41333333333336,0,At-Risk / Low-Value Customers
14270.0,332,1,492.65000000000003,492.65000000000003,0,At-Risk / Low-Value Customers
14271.0,226,1,112.32,112.32,0,At-Risk / Low-Value Customers
14272.0,74,2,437.96,218.98,0,At-Risk / Low-Value Customers
14273.0,51,4,559.97,139.9925,0,At-Risk / Low-Value Customers
14276.0,99,3,1119.74,373.24666666666667,0,At-Risk / Low-Value Customers
14277.0,15,3,4188.0,1396.0,1,High-Value Loyal Customers
14280.0,197,1,134.04,134.04,0,At-Risk / Low-Value Customers
14282.0,3,15,3701.44,246.76266666666666,1,High-Value Loyal Customers
14284.0,31,2,595.25,297.625,0,At-Risk / Low-Value Customers
14285.0,21,4,1910.01,477.5025,1,High-Value Loyal Customers
14286.0,24,3,4628.75,1542.9166666666667,1,High-Value Loyal Customers
14287.0,8,3,176.63,58.876666666666665,0,At-Risk / Low-Value Customers
14288.0,213,1,426.6,426.6,0,At-Risk / Low-Value Customers
14289.0,9,6,911.26,151.87666666666667,1,High-Value Loyal Customers
14290.0,11,5,2314.65,462.93,1,High-Value Loyal Customers
14291.0,2,11,3883.25,353.02272727272725,1,High-Value Loyal Customers
14292.0,8,9,4871.93,541.3255555555556,1,High-Value Loyal Customers
14293.0,3,4,1046.56,261.64,1,High-Value Loyal Customers
14295.0,40,1,166.20000000000002,166.20000000000002,0,At-Risk / Low-Value Customers
14297.0,18,4,1305.33,326.3325,1,High-Value Loyal Customers
14298.0,8,44,51527.3,1171.075,1,High-Value Loyal Customers
14299.0,8,9,3965.62,440.6244444444444,1,High-Value Loyal Customers
14300.0,19,1,43.2,43.2,0,At-Risk / Low-Value Customers
14301.0,117,1,640.14,640.14,0,At-Risk / Low-Value Customers
14304.0,223,1,383.45,383.45,0,At-Risk / Low-Value Customers
14305.0,71,3,1858.96,619.6533333333333,1,High-Value Loyal Customers
14306.0,51,2,2093.32,1046.66,1,High-Value Loyal Customers
14307.0,89,6,2995.72,499.28666666666663,1,High-Value Loyal Customers
14309.0,8,9,2352.53,261.39222222222224,1,High-Value Loyal Customers
14311.0,243,1,310.26,310.26,0,At-Risk / Low-Value Customers
14312.0,47,6,1611.59,268.5983333333333,1,High-Value Loyal Customers
14314.0,107,1,120.0,120.0,0,At-Risk / Low-Value Customers
14315.0,45,6,2481.13,413.5216666666667,1,High-Value Loyal Customers
14317.0,65,1,508.58000000000004,508.58000000000004,0,At-Risk / Low-Value Customers
14320.0,207,2,477.79,238.895,0,At-Risk / Low-Value Customers
14321.0,11,5,1530.75,306.15,1,High-Value Loyal Customers
14323.0,115,2,605.0600000000001,302.53000000000003,0,At-Risk / Low-Value Customers
14326.0,242,1,183.85,183.85,0,At-Risk / Low-Value Customers
14327.0,163,1,311.65,311.65,0,At-Risk / Low-Value Customers
14329.0,17,7,4975.24,710.7485714285714,1,High-Value Loyal Customers
14331.0,124,2,462.65999999999997,231.32999999999998,0,At-Risk / Low-Value Customers
14332.0,23,3,840.21,280.07,1,High-Value Loyal Customers
14333.0,68,1,415.2,415.2,0,At-Risk / Low-Value Customers
14334.0,17,8,2552.21,319.02625,1,High-Value Loyal Customers
14335.0,16,2,454.86,227.43,0,At-Risk / Low-Value Customers
14336.0,17,4,1614.91,403.7275,1,High-Value Loyal Customers
14338.0,161,2,588.22,294.11,0,At-Risk / Low-Value Customers
14339.0,243,1,309.52,309.52,0,At-Risk / Low-Value Customers
14340.0,219,1,134.7,134.7,0,At-Risk / Low-Value Customers
14341.0,45,8,2166.98,270.8725,1,High-Value Loyal Customers
14342.0,21,4,668.5600000000001,167.14000000000001,0,At-Risk / Low-Value Customers
14344.0,127,8,889.9300000000001,111.24125000000001,0,At-Risk / Low-Value Customers
14345.0,39,1,108.97999999999999,108.97999999999999,0,At-Risk / Low-Value Customers
14346.0,121,2,1021.58,510.79,0,At-Risk / Low-Value Customers
14348.0,260,1,409.57,409.57,0,At-Risk / Low-Value Customers
14349.0,10,1,133.5,133.5,0,At-Risk / Low-Value Customers
14350.0,274,1,282.93,282.93,0,At-Risk / Low-Value Customers
14351.0,165,1,51.0,51.0,0,At-Risk / Low-Value Customers
14352.0,157,4,1078.96,269.74,0,At-Risk / Low-Value Customers
14353.0,215,1,90.6,90.6,0,At-Risk / Low-Value Customers
14354.0,6,2,163.62,81.81,0,At-Risk / Low-Value Customers
14355.0,366,1,174.4,174.4,0,At-Risk / Low-Value Customers
14356.0,80,2,701.23,350.615,0,At-Risk / Low-Value Customers
14357.0,43,1,225.12,225.12,0,At-Risk / Low-Value Customers
14359.0,19,3,912.18,304.06,1,High-Value Loyal Customers
14360.0,32,4,2118.03,529.5075,1,High-Value Loyal Customers
14362.0,22,1,151.5,151.5,0,At-Risk / Low-Value Customers
14364.0,109,8,3717.35,464.66875,1,High-Value Loyal Customers
14367.0,8,16,9227.82,576.73875,1,High-Value Loyal Customers
14368.0,320,1,155.0,155.0,0,At-Risk / Low-Value Customers
14371.0,295,1,100.5,100.5,0,At-Risk / Low-Value Customers
14373.0,358,1,76.55,76.55,0,At-Risk / Low-Value Customers
14375.0,185,1,235.56,235.56,0,At-Risk / Low-Value Customers
14377.0,191,2,617.05,308.525,0,At-Risk / Low-Value Customers
14379.0,44,2,348.1,174.05,0,At-Risk / Low-Value Customers
14381.0,52,1,202.68,202.68,0,At-Risk / Low-Value Customers
14382.0,26,1,615.49,615.49,0,At-Risk / Low-Value Customers
14383.0,38,3,1247.69,415.8966666666667,1,High-Value Loyal Customers
14385.0,9,3,202.11,67.37,0,At-Risk / Low-Value Customers
14386.0,297,1,142.4,142.4,0,At-Risk / Low-Value Customers
14387.0,33,3,1727.6,575.8666666666667,1,High-Value Loyal Customers
14388.0,10,8,3212.84,401.605,1,High-Value Loyal Customers
14389.0,65,2,1043.46,521.73,0,At-Risk / Low-Value Customers
14390.0,10,9,4642.57,515.8411111111111,1,High-Value Loyal Customers
14393.0,218,1,67.95,67.95,0,At-Risk / Low-Value Customers
14395.0,2,9,3479.91,386.65666666666664,1,High-Value Loyal Customers
14396.0,65,2,487.99,243.995,0,At-Risk / Low-Value Customers
14397.0,3,19,2612.96,137.52421052631578,1,High-Value Loyal Customers
14400.0,149,1,574.7,574.7,0,At-Risk / Low-Value Customers
14401.0,4,13,4051.48,311.6523076923077,1,High-Value Loyal Customers
14403.0,130,4,1475.81,368.9525,1,High-Value Loyal Customers
14404.0,34,6,1449.32,241.5533333333333,1,High-Value Loyal Customers
14406.0,119,1,156.75,156.75,0,At-Risk / Low-Value Customers
14407.0,107,6,2157.73,359.62166666666667,1,High-Value Loyal Customers
14408.0,11,7,2599.03,371.29,1,High-Value Loyal Customers
